,submission_date,state,conf_cases,conf_death
3819,2020-03-25,Minnesota,0,
3820,2020-03-25,Oregon,0,
3821,2020-03-25,Utah,0,
3822,2020-03-25,West Virginia,0,
3823,2020-03-25,Missouri,0,
3824,2020-03-25,Delaware,0,
3825,2020-03-25,South Dakota,0,
3826,2020-03-25,Rhode Island,0,
3827,2020-03-25,Kansas,0,
3828,2020-03-25,Maine,0,
3829,2020-03-25,New Hampshire,0,
3830,2020-03-25,DC,0,
3831,2020-03-25,Montana,0,
3833,2020-03-25,Alaska,0,
3835,2020-03-25,Vermont,0,
3840,2020-03-26,Colorado,0,
3841,2020-03-26,Florida,0,
3842,2020-03-26,Arizona,0,
3843,2020-03-26,South Carolina,0,
3844,2020-03-26,Connecticut,0,
3845,2020-03-26,Nebraska,0,
3846,2020-03-26,Kentucky,0,
3847,2020-03-26,Wyoming,0,
3848,2020-03-26,Iowa,0,
3849,2020-03-26,New Mexico,0,
3850,2020-03-26,North Dakota,0,
3851,2020-03-26,Washington,0,
3853,2020-03-26,Tennessee,0,
3855,2020-03-26,Massachusetts,0,
3856,2020-03-26,Pennsylvania,
3857,2020-03-26,New York,0,
3858,2020-03-26,Ohio,0,
3859,2020-03-26,Alabama,0,
3860,2020-03-26,Virginia,0,
3861,2020-03-26,Michigan,0,
3862,2020-03-26,Mississippi,0,
3863,2020-03-26,Illinois,0,
3864,2020-03-26,Wisconsin,0,
3866,2020-03-26,North Carolina,0,
3867,2020-03-26,Oklahoma,0,
3868,2020-03-26,Texas,0,
3869,2020-03-26,California,0,
3870,2020-03-26,New Mexico,0,
3871,2020-03-26,Louisiana,0,
3872,2020-03-26,Idaho,0,
3873,2020-03-26,Nevada,0,
3874,2020-03-26,Georgia,0,
3875,2020-03-26,Indiana,0,
3876,2020-03-26,Maryland,0,
3877,2020-03-26,New York,0,
3878,2020-03-26,Arkansas,0,
3879,2020-03-26,Minnesota,0,
3880,2020-03-26,Oregon,0,
3881,2020-03-26,Utah,0,
3882,2020-03-26,West Virginia,0,
3883,2020-03-26,Missouri,0,
3884,2020-03-26,Delaware,0,
3885,2020-03-26,South Dakota,0,
3886,2020-03-26,Rhode Island,0,
3887,2020-03-26,Kansas,0,
3888,2020-03-26,Maine,0,
3889,2020-03-26,New Hampshire,0,
3890,2020-03-26,DC,0,
3891,2020-03-26,Montana,0,
3893,2020-03-26,Alaska,0,
3895,2020-03-26,Vermont,0,
3900,2020-03-27,Colorado,0,
3901,2020-03-27,Florida,0,
3902,2020-03-27,Arizona,0,
3903,2020-03-27,South Carolina,0,
3904,2020-03-27,Connecticut,0,
3905,2020-03-27,Nebraska,0,
3906,2020-03-27,Kentucky,0,
3907,2020-03-27,Wyoming,0,
3908,2020-03-27,Iowa,0,
3909,2020-03-27,New Mexico,0,
3910,2020-03-27,North Dakota,0,
3911,2020-03-27,Washington,0,
3913,2020-03-27,Tennessee,0,
3915,2020-03-27,Massachusetts,0,
3916,2020-03-27,Pennsylvania,
3917,2020-03-27,New York,0,
3918,2020-03-27,Ohio,0,
3919,2020-03-27,Alabama,0,
3920,2020-03-27,Virginia,0,
3921,2020-03-27,Michigan,0,
3922,2020-03-27,Mississippi,0,
3923,2020-03-27,Illinois,0,
3924,2020-03-27,Wisconsin,0,
3926,2020-03-27,North Carolina,0,
3927,2020-03-27,Oklahoma,0,
3928,2020-03-27,Texas,0,
3929,2020-03-27,California,0,
3930,2020-03-27,New Mexico,0,
3931,2020-03-27,Louisiana,0,
3932,2020-03-27,Idaho,0,
3933,2020-03-27,Nevada,0,
3934,2020-03-27,Georgia,0,
3935,2020-03-27,Indiana,0,
3936,2020-03-27,Maryland,0,
3937,2020-03-27,New York,0,
3938,2020-03-27,Arkansas,0,
3939,2020-03-27,Minnesota,0,
3940,2020-03-27,Oregon,0,
3941,2020-03-27,Utah,0,
3942,2020-03-27,West Virginia,0,
3943,2020-03-27,Missouri,0,
3944,2020-03-27,Delaware,0,
3945,2020-03-27,South Dakota,0,
3946,2020-03-27,Rhode Island,0,
3947,2020-03-27,Kansas,0,
3948,2020-03-27,Maine,0,
3949,2020-03-27,New Hampshire,0,
3950,2020-03-27,DC,0,
3951,2020-03-27,Montana,0,
3953,2020-03-27,Alaska,0,
3955,2020-03-27,Vermont,0,
3960,2020-03-28,Colorado,0,
3961,2020-03-28,Florida,0,
3962,2020-03-28,Arizona,0,
3963,2020-03-28,South Carolina,0,
3964,2020-03-28,Connecticut,0,
3965,2020-03-28,Nebraska,0,
3966,2020-03-28,Kentucky,0,
3967,2020-03-28,Wyoming,0,
3968,2020-03-28,Iowa,0,
3969,2020-03-28,New Mexico,0,
3970,2020-03-28,North Dakota,0,
3971,2020-03-28,Washington,0,
3973,2020-03-28,Tennessee,0,
3975,2020-03-28,Massachusetts,0,
3976,2020-03-28,Pennsylvania,
3977,2020-03-28,New York,0,
3978,2020-03-28,Ohio,0,
3979,2020-03-28,Alabama,0,
3980,2020-03-28,Virginia,0,
3981,2020-03-28,Michigan,0,
3982,2020-03-28,Mississippi,0,
3983,2020-03-28,Illinois,0,
3984,2020-03-28,Wisconsin,0,
3986,2020-03-28,North Carolina,0,
3987,2020-03-28,Oklahoma,0,
3988,2020-03-28,Texas,0,
3989,2020-03-28,California,0,
3990,2020-03-28,New Mexico,0,
3991,2020-03-28,Louisiana,0,
3992,2020-03-28,Idaho,0,
3993,2020-03-28,Nevada,0,
3994,2020-03-28,Georgia,0,
3995,2020-03-28,Indiana,0,
3996,2020-03-28,Maryland,0,
3997,2020-03-28,New York,0,
3998,2020-03-28,Arkansas,0,
3999,2020-03-28,Minnesota,0,
4000,2020-03-28,Oregon,0,
4001,2020-03-28,Utah,0,
4002,2020-03-28,West Virginia,0,
4003,2020-03-28,Missouri,0,
4004,2020-03-28,Delaware,0,
4005,2020-03-28,South Dakota,0,
4006,2020-03-28,Rhode Island,0,
4007,2020-03-28,Kansas,0,
4008,2020-03-28,Maine,0,
4009,2020-03-28,New Hampshire,0,
4010,2020-03-28,DC,0,
4011,2020-03-28,Montana,0,
4013,2020-03-28,Alaska,0,
4015,2020-03-28,Vermont,0,
4020,2020-03-29,Colorado,0,
4021,2020-03-29,Florida,0,
4022,2020-03-29,Arizona,0,
4023,2020-03-29,South Carolina,0,
4024,2020-03-29,Connecticut,0,
4025,2020-03-29,Nebraska,0,
4026,2020-03-29,Kentucky,0,
4027,2020-03-29,Wyoming,0,
4028,2020-03-29,Iowa,0,
4029,2020-03-29,New Mexico,0,
4030,2020-03-29,North Dakota,0,
4031,2020-03-29,Washington,0,
4033,2020-03-29,Tennessee,0,
4035,2020-03-29,Massachusetts,0,
4036,2020-03-29,Pennsylvania,
4037,2020-03-29,New York,0,
4038,2020-03-29,Ohio,0,
4039,2020-03-29,Alabama,0,
4040,2020-03-29,Virginia,0,
4041,2020-03-29,Michigan,0,
4042,2020-03-29,Mississippi,0,
4043,2020-03-29,Illinois,0,
4044,2020-03-29,Wisconsin,0,
4046,2020-03-29,North Carolina,0,
4047,2020-03-29,Oklahoma,0,
4048,2020-03-29,Texas,0,
4049,2020-03-29,California,0,
4050,2020-03-29,New Mexico,0,
4051,2020-03-29,Louisiana,0,
4052,2020-03-29,Idaho,0,
4053,2020-03-29,Nevada,0,
4054,2020-03-29,Georgia,0,
4055,2020-03-29,Indiana,0,
4056,2020-03-29,Maryland,0,
4057,2020-03-29,New York,0,
4058,2020-03-29,Arkansas,0,
4059,2020-03-29,Minnesota,0,
4060,2020-03-29,Oregon,0,
4061,2020-03-29,Utah,0,
4062,2020-03-29,West Virginia,0,
4063,2020-03-29,Missouri,0,
4064,2020-03-29,Delaware,0,
4065,2020-03-29,South Dakota,0,
4066,2020-03-29,Rhode Island,0,
4067,2020-03-29,Kansas,0,
4068,2020-03-29,Maine,0,
4069,2020-03-29,New Hampshire,0,
4070,2020-03-29,DC,0,
4071,2020-03-29,Montana,0,
4073,2020-03-29,Alaska,0,
4075,2020-03-29,Vermont,0,
4080,2020-03-30,Colorado,0,
4081,2020-03-30,Florida,0,
4082,2020-03-30,Arizona,0,
4083,2020-03-30,South Carolina,0,
4084,2020-03-30,Connecticut,0,
4085,2020-03-30,Nebraska,0,
4086,2020-03-30,Kentucky,0,
4087,2020-03-30,Wyoming,0,
4088,2020-03-30,Iowa,0,
4089,2020-03-30,New Mexico,0,
4090,2020-03-30,North Dakota,0,
4091,2020-03-30,Washington,0,
4093,2020-03-30,Tennessee,0,
4095,2020-03-30,Massachusetts,0,
4096,2020-03-30,Pennsylvania,
4097,2020-03-30,New York,0,
4098,2020-03-30,Ohio,0,
4099,2020-03-30,Alabama,0,
4100,2020-03-30,Virginia,0,
4101,2020-03-30,Michigan,0,
4102,2020-03-30,Mississippi,0,
4103,2020-03-30,Illinois,0,
4104,2020-03-30,Wisconsin,0,
4106,2020-03-30,North Carolina,0,
4107,2020-03-30,Oklahoma,0,
4108,2020-03-30,Texas,0,
4109,2020-03-30,California,0,
4110,2020-03-30,New Mexico,0,
4111,2020-03-30,Louisiana,0,
4112,2020-03-30,Idaho,0,
4113,2020-03-30,Nevada,0,
4114,2020-03-30,Georgia,0,
4115,2020-03-30,Indiana,0,
4116,2020-03-30,Maryland,0,
4117,2020-03-30,New York,0,
4118,2020-03-30,Arkansas,0,
4119,2020-03-30,Minnesota,0,
4120,2020-03-30,Oregon,0,
4121,2020-03-30,Utah,0,
4122,2020-03-30,West Virginia,0,
4123,2020-03-30,Missouri,0,
4124,2020-03-30,Delaware,0,
4125,2020-03-30,South Dakota,0,
4126,2020-03-30,Rhode Island,0,
4127,2020-03-30,Kansas,0,
4128,2020-03-30,Maine,0,
4129,2020-03-30,New Hampshire,0,
4130,2020-03-30,DC,0,
4131,2020-03-30,Montana,0,
4133,2020-03-30,Alaska,0,
4135,2020-03-30,Vermont,0,
4140,2020-03-31,Colorado,0,
4141,2020-03-31,Florida,0,
4142,2020-03-31,Arizona,0,
4143,2020-03-31,South Carolina,0,
4144,2020-03-31,Connecticut,0,
4145,2020-03-31,Nebraska,0,
4146,2020-03-31,Kentucky,0,
4147,2020-03-31,Wyoming,0,
4148,2020-03-31,Iowa,0,
4149,2020-03-31,New Mexico,0,
4150,2020-03-31,North Dakota,0,
4151,2020-03-31,Washington,0,
4153,2020-03-31,Tennessee,0,
4155,2020-03-31,Massachusetts,0,
4156,2020-03-31,Pennsylvania,
4157,2020-03-31,New York,0,
4158,2020-03-31,Ohio,0,
4159,2020-03-31,Alabama,0,
4160,2020-03-31,Virginia,0,
4161,2020-03-31,Michigan,0,
4162,2020-03-31,Mississippi,0,
4163,2020-03-31,Illinois,0,
4164,2020-03-31,Wisconsin,0,
4166,2020-03-31,North Carolina,0,
4167,2020-03-31,Oklahoma,0,
4168,2020-03-31,Texas,0,
4169,2020-03-31,California,0,
4170,2020-03-31,New Mexico,0,
4171,2020-03-31,Louisiana,0,
4172,2020-03-31,Idaho,0,
4173,2020-03-31,Nevada,0,
4174,2020-03-31,Georgia,0,
4175,2020-03-31,Indiana,0,
4176,2020-03-31,Maryland,0,
4177,2020-03-31,New York,0,
4178,2020-03-31,Arkansas,0,
4179,2020-03-31,Minnesota,0,
4180,2020-03-31,Oregon,0,
4181,2020-03-31,Utah,0,
4182,2020-03-31,West Virginia,0,
4183,2020-03-31,Missouri,0,
4184,2020-03-31,Delaware,0,
4185,2020-03-31,South Dakota,0,
4186,2020-03-31,Rhode Island,0,
4187,2020-03-31,Kansas,0,
4188,2020-03-31,Maine,0,
4189,2020-03-31,New Hampshire,0,
4190,2020-03-31,DC,0,
4191,2020-03-31,Montana,0,
4193,2020-03-31,Alaska,0,
4195,2020-03-31,Vermont,0,
4200,2020-04-01,Colorado,0,
4201,2020-04-01,Florida,0,
4202,2020-04-01,Arizona,0,
4203,2020-04-01,South Carolina,0,
4204,2020-04-01,Connecticut,0,
4205,2020-04-01,Nebraska,0,
4206,2020-04-01,Kentucky,0,
4207,2020-04-01,Wyoming,0,
4208,2020-04-01,Iowa,0,
4209,2020-04-01,New Mexico,0,
4210,2020-04-01,North Dakota,0,
4211,2020-04-01,Washington,0,
4213,2020-04-01,Tennessee,0,
4215,2020-04-01,Massachusetts,0,
4216,2020-04-01,Pennsylvania,
4217,2020-04-01,New York,0,
4218,2020-04-01,Ohio,0,
4219,2020-04-01,Alabama,0,
4220,2020-04-01,Virginia,0,
4221,2020-04-01,Michigan,0,
4222,2020-04-01,Mississippi,0,
4223,2020-04-01,Illinois,0,
4224,2020-04-01,Wisconsin,0,
4226,2020-04-01,North Carolina,0,
4227,2020-04-01,Oklahoma,0,
4228,2020-04-01,Texas,0,
4229,2020-04-01,California,0,
4230,2020-04-01,New Mexico,0,
4231,2020-04-01,Louisiana,0,
4232,2020-04-01,Idaho,0,
4233,2020-04-01,Nevada,0,
4234,2020-04-01,Georgia,0,
4235,2020-04-01,Indiana,0,
4236,2020-04-01,Maryland,0,
4237,2020-04-01,New York,0,
4238,2020-04-01,Arkansas,0,
4239,2020-04-01,Minnesota,0,
4240,2020-04-01,Oregon,0,
4241,2020-04-01,Utah,0,
4242,2020-04-01,West Virginia,0,
4243,2020-04-01,Missouri,0,
4244,2020-04-01,Delaware,0,
4245,2020-04-01,South Dakota,0,
4246,2020-04-01,Rhode Island,0,
4247,2020-04-01,Kansas,0,
4248,2020-04-01,Maine,0,
4249,2020-04-01,New Hampshire,0,
4250,2020-04-01,DC,0,
4251,2020-04-01,Montana,0,
4253,2020-04-01,Alaska,0,
4255,2020-04-01,Vermont,0,
4260,2020-04-02,Colorado,0,
4261,2020-04-02,Florida,0,
4262,2020-04-02,Arizona,0,
4263,2020-04-02,South Carolina,0,
4264,2020-04-02,Connecticut,0,
4265,2020-04-02,Nebraska,0,
4266,2020-04-02,Kentucky,0,
4267,2020-04-02,Wyoming,0,
4268,2020-04-02,Iowa,0,
4269,2020-04-02,New Mexico,0,
4270,2020-04-02,North Dakota,0,
4271,2020-04-02,Washington,0,
4273,2020-04-02,Tennessee,0,
4275,2020-04-02,Massachusetts,0,
4276,2020-04-02,Pennsylvania,
4277,2020-04-02,New York,0,
4278,2020-04-02,Ohio,0,
4279,2020-04-02,Alabama,0,
4280,2020-04-02,Virginia,0,
4281,2020-04-02,Michigan,0,
4282,2020-04-02,Mississippi,0,
4283,2020-04-02,Illinois,0,
4284,2020-04-02,Wisconsin,0,
4286,2020-04-02,North Carolina,0,
4287,2020-04-02,Oklahoma,0,
4288,2020-04-02,Texas,0,
4289,2020-04-02,California,0,
4290,2020-04-02,New Mexico,0,
4291,2020-04-02,Louisiana,0,
4292,2020-04-02,Idaho,0,
4293,2020-04-02,Nevada,0,
4294,2020-04-02,Georgia,0,
4295,2020-04-02,Indiana,0,
4296,2020-04-02,Maryland,0,
4297,2020-04-02,New York,0,
4298,2020-04-02,Arkansas,0,
4299,2020-04-02,Minnesota,0,
4300,2020-04-02,Oregon,0,
4301,2020-04-02,Utah,0,
4302,2020-04-02,West Virginia,0,
4303,2020-04-02,Missouri,0,
4304,2020-04-02,Delaware,0,
4305,2020-04-02,South Dakota,0,
4306,2020-04-02,Rhode Island,0,
4307,2020-04-02,Kansas,0,
4308,2020-04-02,Maine,0,
4309,2020-04-02,New Hampshire,0,
4310,2020-04-02,DC,0,
4311,2020-04-02,Montana,0,
4313,2020-04-02,Alaska,0,
4315,2020-04-02,Vermont,0,
4320,2020-04-03,Colorado,0,
4321,2020-04-03,Florida,0,
4322,2020-04-03,Arizona,0,
4323,2020-04-03,South Carolina,0,
4324,2020-04-03,Connecticut,0,
4325,2020-04-03,Nebraska,0,
4326,2020-04-03,Kentucky,0,
4327,2020-04-03,Wyoming,0,
4328,2020-04-03,Iowa,0,
4329,2020-04-03,New Mexico,0,
4330,2020-04-03,North Dakota,0,
4331,2020-04-03,Washington,0,
4333,2020-04-03,Tennessee,0,
4335,2020-04-03,Massachusetts,0,
4336,2020-04-03,Pennsylvania,
4337,2020-04-03,New York,0,
4338,2020-04-03,Ohio,0,
4339,2020-04-03,Alabama,0,
4340,2020-04-03,Virginia,0,
4341,2020-04-03,Michigan,0,
4342,2020-04-03,Mississippi,0,
4343,2020-04-03,Illinois,0,
4344,2020-04-03,Wisconsin,0,
4346,2020-04-03,North Carolina,0,
4347,2020-04-03,Oklahoma,0,
4348,2020-04-03,Texas,0,
4349,2020-04-03,California,0,
4350,2020-04-03,New Mexico,0,
4351,2020-04-03,Louisiana,0,
4352,2020-04-03,Idaho,0,
4353,2020-04-03,Nevada,0,
4354,2020-04-03,Georgia,0,
4355,2020-04-03,Indiana,0,
4356,2020-04-03,Maryland,0,
4357,2020-04-03,New York,0,
4358,2020-04-03,Arkansas,0,
4359,2020-04-03,Minnesota,0,
4360,2020-04-03,Oregon,0,
4361,2020-04-03,Utah,0,
4362,2020-04-03,West Virginia,0,
4363,2020-04-03,Missouri,0,
4364,2020-04-03,Delaware,0,
4365,2020-04-03,South Dakota,0,
4366,2020-04-03,Rhode Island,0,
4367,2020-04-03,Kansas,0,
4368,2020-04-03,Maine,0,
4369,2020-04-03,New Hampshire,0,
4370,2020-04-03,DC,0,
4371,2020-04-03,Montana,0,
4373,2020-04-03,Alaska,0,
4375,2020-04-03,Vermont,0,
4380,2020-04-04,Colorado,0,
4381,2020-04-04,Florida,0,
4382,2020-04-04,Arizona,0,
4383,2020-04-04,South Carolina,0,
4384,2020-04-04,Connecticut,0,
4385,2020-04-04,Nebraska,0,
4386,2020-04-04,Kentucky,0,
4387,2020-04-04,Wyoming,0,
4388,2020-04-04,Iowa,0,
4389,2020-04-04,New Mexico,0,
4390,2020-04-04,North Dakota,0,
4391,2020-04-04,Washington,0,
4393,2020-04-04,Tennessee,0,
4395,2020-04-04,Massachusetts,0,
4396,2020-04-04,Pennsylvania,
4397,2020-04-04,New York,0,
4398,2020-04-04,Ohio,0,
4399,2020-04-04,Alabama,0,
4400,2020-04-04,Virginia,0,
4401,2020-04-04,Michigan,0,
4402,2020-04-04,Mississippi,0,
4403,2020-04-04,Illinois,0,
4404,2020-04-04,Wisconsin,0,
4406,2020-04-04,North Carolina,0,
4407,2020-04-04,Oklahoma,0,
4408,2020-04-04,Texas,0,
4409,2020-04-04,California,0,
4410,2020-04-04,New Mexico,0,
4411,2020-04-04,Louisiana,0,
4412,2020-04-04,Idaho,0,
4413,2020-04-04,Nevada,0,
4414,2020-04-04,Georgia,0,
4415,2020-04-04,Indiana,0,
4416,2020-04-04,Maryland,0,
4417,2020-04-04,New York,0,
4418,2020-04-04,Arkansas,0,
4419,2020-04-04,Minnesota,0,
4420,2020-04-04,Oregon,0,
4421,2020-04-04,Utah,0,
4422,2020-04-04,West Virginia,0,
4423,2020-04-04,Missouri,0,
4424,2020-04-04,Delaware,0,
4425,2020-04-04,South Dakota,0,
4426,2020-04-04,Rhode Island,0,
4427,2020-04-04,Kansas,0,
4428,2020-04-04,Maine,0,
4429,2020-04-04,New Hampshire,0,
4430,2020-04-04,DC,0,
4431,2020-04-04,Montana,0,
4433,2020-04-04,Alaska,0,
4435,2020-04-04,Vermont,0,
4440,2020-04-05,Colorado,0,
4441,2020-04-05,Florida,0,
4442,2020-04-05,Arizona,0,
4443,2020-04-05,South Carolina,0,
4444,2020-04-05,Connecticut,0,
4445,2020-04-05,Nebraska,0,
4446,2020-04-05,Kentucky,0,
4447,2020-04-05,Wyoming,0,
4448,2020-04-05,Iowa,0,
4449,2020-04-05,New Mexico,0,
4450,2020-04-05,North Dakota,0,
4451,2020-04-05,Washington,0,
4453,2020-04-05,Tennessee,0,
4455,2020-04-05,Massachusetts,0,
4456,2020-04-05,Pennsylvania,
4457,2020-04-05,New York,0,
4458,2020-04-05,Ohio,0,
4459,2020-04-05,Alabama,0,
4460,2020-04-05,Virginia,0,
4461,2020-04-05,Michigan,0,
4462,2020-04-05,Mississippi,0,
4463,2020-04-05,Illinois,0,
4464,2020-04-05,Wisconsin,0,
4466,2020-04-05,North Carolina,0,
4467,2020-04-05,Oklahoma,0,
4468,2020-04-05,Texas,0,
4469,2020-04-05,California,0,
4470,2020-04-05,New Mexico,0,
4471,2020-04-05,Louisiana,0,
4472,2020-04-05,Idaho,0,
4473,2020-04-05,Nevada,0,
4474,2020-04-05,Georgia,0,
4475,2020-04-05,Indiana,0,
4476,2020-04-05,Maryland,0,
4477,2020-04-05,New York,0,
4478,2020-04-05,Arkansas,0,
4479,2020-04-05,Minnesota,0,
4480,2020-04-05,Oregon,0,
4481,2020-04-05,Utah,0,
4482,2020-04-05,West Virginia,0,
4483,2020-04-05,Missouri,0,
4484,2020-04-05,Delaware,0,
4485,2020-04-05,South Dakota,0,
4486,2020-04-05,Rhode Island,0,
4487,2020-04-05,Kansas,0,
4488,2020-04-05,Maine,0,
4489,2020-04-05,New Hampshire,0,
4490,2020-04-05,DC,0,
4491,2020-04-05,Montana,0,
4493,2020-04-05,Alaska,0,
4495,2020-04-05,Vermont,0,
4500,2020-04-06,Colorado,0,
4501,2020-04-06,Florida,0,
4502,2020-04-06,Arizona,0,
4503,2020-04-06,South Carolina,0,
4504,2020-04-06,Connecticut,0,
4505,2020-04-06,Nebraska,0,
4506,2020-04-06,Kentucky,0,
4507,2020-04-06,Wyoming,0,
4508,2020-04-06,Iowa,0,
4509,2020-04-06,New Mexico,0,
4510,2020-04-06,North Dakota,0,
4511,2020-04-06,Washington,0,
4513,2020-04-06,Tennessee,0,
4515,2020-04-06,Massachusetts,0,
4516,2020-04-06,Pennsylvania,
4517,2020-04-06,New York,0,
4518,2020-04-06,Ohio,0,
4519,2020-04-06,Alabama,0,
4520,2020-04-06,Virginia,0,
4521,2020-04-06,Michigan,0,
4522,2020-04-06,Mississippi,0,
4523,2020-04-06,Illinois,0,
4524,2020-04-06,Wisconsin,0,
4526,2020-04-06,North Carolina,0,
4527,2020-04-06,Oklahoma,0,
4528,2020-04-06,Texas,0,
4529,2020-04-06,California,0,
4530,2020-04-06,New Mexico,0,
4531,2020-04-06,Louisiana,0,
4532,2020-04-06,Idaho,0,
4533,2020-04-06,Nevada,0,
4534,2020-04-06,Georgia,0,
4535,2020-04-06,Indiana,0,
4536,2020-04-06,Maryland,0,
4537,2020-04-06,New York,0,
4538,2020-04-06,Arkansas,0,
4539,2020-04-06,Minnesota,0,
4540,2020-04-06,Oregon,0,
4541,2020-04-06,Utah,0,
4542,2020-04-06,West Virginia,0,
4543,2020-04-06,Missouri,0,
4544,2020-04-06,Delaware,0,
4545,2020-04-06,South Dakota,0,
4546,2020-04-06,Rhode Island,0,
4547,2020-04-06,Kansas,0,
4548,2020-04-06,Maine,0,
4549,2020-04-06,New Hampshire,0,
4550,2020-04-06,DC,0,
4551,2020-04-06,Montana,0,
4553,2020-04-06,Alaska,0,
4555,2020-04-06,Vermont,0,
4560,2020-04-07,Colorado,0,
4561,2020-04-07,Florida,0,
4562,2020-04-07,Arizona,0,
4563,2020-04-07,South Carolina,0,
4564,2020-04-07,Connecticut,0,
4565,2020-04-07,Nebraska,0,
4566,2020-04-07,Kentucky,0,
4567,2020-04-07,Wyoming,0,
4568,2020-04-07,Iowa,0,
4569,2020-04-07,New Mexico,0,
4570,2020-04-07,North Dakota,0,
4571,2020-04-07,Washington,0,
4573,2020-04-07,Tennessee,0,
4575,2020-04-07,Massachusetts,0,
4576,2020-04-07,Pennsylvania,
4577,2020-04-07,New York,0,
4578,2020-04-07,Ohio,0,
4579,2020-04-07,Alabama,0,
4580,2020-04-07,Virginia,0,
4581,2020-04-07,Michigan,0,
4582,2020-04-07,Mississippi,0,
4583,2020-04-07,Illinois,0,
4584,2020-04-07,Wisconsin,0,
4586,2020-04-07,North Carolina,0,
4587,2020-04-07,Oklahoma,0,
4588,2020-04-07,Texas,0,
4589,2020-04-07,California,0,
4590,2020-04-07,New Mexico,0,
4591,2020-04-07,Louisiana,0,
4592,2020-04-07,Idaho,0,
4593,2020-04-07,Nevada,0,
4594,2020-04-07,Georgia,0,
4595,2020-04-07,Indiana,0,
4596,2020-04-07,Maryland,0,
4597,2020-04-07,New York,0,
4598,2020-04-07,Arkansas,0,
4599,2020-04-07,Minnesota,0,
4600,2020-04-07,Oregon,0,
4601,2020-04-07,Utah,0,
4602,2020-04-07,West Virginia,0,
4603,2020-04-07,Missouri,0,
4604,2020-04-07,Delaware,0,
4605,2020-04-07,South Dakota,0,
4606,2020-04-07,Rhode Island,0,
4607,2020-04-07,Kansas,0,
4608,2020-04-07,Maine,0,
4609,2020-04-07,New Hampshire,0,
4610,2020-04-07,DC,0,
4611,2020-04-07,Montana,0,
4613,2020-04-07,Alaska,0,
4615,2020-04-07,Vermont,0,
4620,2020-04-08,Colorado,0,
4621,2020-04-08,Florida,0,
4622,2020-04-08,Arizona,0,
4623,2020-04-08,South Carolina,0,
4624,2020-04-08,Connecticut,0,
4625,2020-04-08,Nebraska,0,
4626,2020-04-08,Kentucky,0,
4627,2020-04-08,Wyoming,0,
4628,2020-04-08,Iowa,0,
4629,2020-04-08,New Mexico,0,
4630,2020-04-08,North Dakota,0,
4631,2020-04-08,Washington,0,
4633,2020-04-08,Tennessee,0,
4635,2020-04-08,Massachusetts,0,
4636,2020-04-08,Pennsylvania,
4637,2020-04-08,New York,0,
4638,2020-04-08,Ohio,0,
4639,2020-04-08,Alabama,0,
4640,2020-04-08,Virginia,0,
4641,2020-04-08,Michigan,0,
4642,2020-04-08,Mississippi,0,
4643,2020-04-08,Illinois,0,
4644,2020-04-08,Wisconsin,0,
4646,2020-04-08,North Carolina,0,
4647,2020-04-08,Oklahoma,0,
4648,2020-04-08,Texas,0,
4649,2020-04-08,California,0,
4650,2020-04-08,New Mexico,0,
4651,2020-04-08,Louisiana,0,
4652,2020-04-08,Idaho,0,
4653,2020-04-08,Nevada,0,
4654,2020-04-08,Georgia,0,
4655,2020-04-08,Indiana,0,
4656,2020-04-08,Maryland,0,
4657,2020-04-08,New York,0,
4658,2020-04-08,Arkansas,0,
4659,2020-04-08,Minnesota,0,
4660,2020-04-08,Oregon,0,
4661,2020-04-08,Utah,0,
4662,2020-04-08,West Virginia,0,
4663,2020-04-08,Missouri,0,
4664,2020-04-08,Delaware,0,
4665,2020-04-08,South Dakota,0,
4666,2020-04-08,Rhode Island,0,
4667,2020-04-08,Kansas,0,
4668,2020-04-08,Maine,0,
4669,2020-04-08,New Hampshire,0,
4670,2020-04-08,DC,0,
4671,2020-04-08,Montana,0,
4673,2020-04-08,Alaska,0,
4675,2020-04-08,Vermont,0,
4680,2020-04-09,Colorado,0,
4681,2020-04-09,Florida,0,
4682,2020-04-09,Arizona,0,
4683,2020-04-09,South Carolina,0,
4684,2020-04-09,Connecticut,0,
4685,2020-04-09,Nebraska,0,
4686,2020-04-09,Kentucky,0,
4687,2020-04-09,Wyoming,0,
4688,2020-04-09,Iowa,0,
4689,2020-04-09,New Mexico,0,
4690,2020-04-09,North Dakota,0,
4691,2020-04-09,Washington,0,
4693,2020-04-09,Tennessee,0,
4695,2020-04-09,Massachusetts,0,
4696,2020-04-09,Pennsylvania,
4697,2020-04-09,New York,0,
4698,2020-04-09,Ohio,0,
4699,2020-04-09,Alabama,0,
4700,2020-04-09,Virginia,0,
4701,2020-04-09,Michigan,0,
4702,2020-04-09,Mississippi,0,
4703,2020-04-09,Illinois,0,
4704,2020-04-09,Wisconsin,0,
4706,2020-04-09,North Carolina,0,
4707,2020-04-09,Oklahoma,0,
4708,2020-04-09,Texas,0,
4709,2020-04-09,California,0,
4710,2020-04-09,New Mexico,0,
4711,2020-04-09,Louisiana,0,
4712,2020-04-09,Idaho,0,
4713,2020-04-09,Nevada,0,
4714,2020-04-09,Georgia,0,
4715,2020-04-09,Indiana,0,
4716,2020-04-09,Maryland,0,
4717,2020-04-09,New York,0,
4718,2020-04-09,Arkansas,0,
4719,2020-04-09,Minnesota,0,
