,DATE,STATE,TOTAL_DEATHS,NEW_DEATHS,RELATIVE_DEATHS
1451,1595109600000,Connecticut,4396,0,0.0
1452,1595196000000,Connecticut,4406,10,2.8065606160961863e-06
1453,1595282400000,Connecticut,4406,0,0.0
1454,1595368800000,Connecticut,4406,0,0.0
1455,1595455200000,Connecticut,4410,4,1.1226242464384746e-06
1456,1595541600000,Connecticut,4413,3,8.41968184828856e-07
1457,1595628000000,Connecticut,4413,0,0.0
1458,1595714400000,Connecticut,4413,0,0.0
1459,1595800800000,Connecticut,4418,5,1.4032803080480932e-06
1460,1595887200000,Connecticut,4423,5,1.4032803080480932e-06
1461,1595973600000,Connecticut,4425,2,5.613121232192373e-07
1462,1596060000000,Connecticut,4431,6,1.683936369657712e-06
1463,1596146400000,Connecticut,4432,1,2.8065606160961864e-07
1464,1596232800000,Connecticut,4432,0,0.0
1465,1596319200000,Connecticut,4432,0,0.0
1466,1596405600000,Connecticut,4437,5,1.4032803080480932e-06
1467,1596492000000,Connecticut,4437,0,0.0
1468,1596578400000,Connecticut,4437,0,0.0
1469,1596664800000,Connecticut,4437,0,0.0
1470,1596751200000,Connecticut,4441,4,1.1226242464384746e-06
1471,1596837600000,Connecticut,4441,0,0.0
1472,1596924000000,Connecticut,4441,0,0.0
1473,1597010400000,Connecticut,4444,3,8.41968184828856e-07
1474,1597096800000,Connecticut,4444,0,0.0
1475,1597183200000,Connecticut,4450,6,1.683936369657712e-06
1476,1597269600000,Connecticut,4450,0,0.0
1477,1597356000000,Connecticut,4453,3,8.41968184828856e-07
1478,1597442400000,Connecticut,4453,0,0.0
1479,1597528800000,Connecticut,4453,0,0.0
1480,1597615200000,Connecticut,4456,3,8.41968184828856e-07
1481,1597701600000,Connecticut,4456,0,0.0
1482,1597788000000,Connecticut,4457,1,2.8065606160961864e-07
1483,1597874400000,Connecticut,4458,1,2.8065606160961864e-07
1484,1597960800000,Connecticut,4460,2,5.613121232192373e-07
1485,1598047200000,Connecticut,4460,0,0.0
1486,1598133600000,Connecticut,4460,0,0.0
1487,1598220000000,Connecticut,4460,0,0.0
1488,1598306400000,Connecticut,4463,3,8.41968184828856e-07
1489,1598392800000,Connecticut,4463,0,0.0
1490,1598479200000,Connecticut,4465,2,5.613121232192373e-07
1491,1598565600000,Connecticut,4465,0,0.0
1492,1598652000000,Connecticut,4465,0,0.0
1493,1598738400000,Connecticut,4465,0,0.0
1494,1598824800000,Connecticut,4465,0,0.0
1495,1598911200000,Connecticut,4466,1,2.8065606160961864e-07
1496,1598997600000,Connecticut,4467,1,2.8065606160961864e-07
1497,1599084000000,Connecticut,4468,1,2.8065606160961864e-07
1498,1599170400000,Connecticut,4468,0,0.0
1499,1599256800000,Connecticut,4468,0,0.0
1500,1599343200000,Connecticut,4468,0,0.0
1501,1599429600000,Connecticut,4468,0,0.0
1502,1599516000000,Connecticut,4474,6,1.683936369657712e-06
1503,1599602400000,Connecticut,4474,0,0.0
1504,1599688800000,Connecticut,4478,4,1.1226242464384746e-06
1505,1599775200000,Connecticut,4480,2,5.613121232192373e-07
1506,1599861600000,Connecticut,4480,0,0.0
1507,1599948000000,Connecticut,4480,0,0.0
1508,1600034400000,Connecticut,4485,5,1.4032803080480932e-06
1509,1600120800000,Connecticut,4485,0,0.0
1510,1600207200000,Connecticut,4487,2,5.613121232192373e-07
1511,1600293600000,Connecticut,4488,1,2.8065606160961864e-07
1512,1600380000000,Connecticut,4492,4,1.1226242464384746e-06
1513,1600466400000,Connecticut,4492,0,0.0
1514,1600552800000,Connecticut,4492,0,0.0
1515,1600639200000,Connecticut,4495,3,8.41968184828856e-07
1516,1600725600000,Connecticut,4496,1,2.8065606160961864e-07
1517,1600812000000,Connecticut,4497,1,2.8065606160961864e-07
1518,1600898400000,Connecticut,4499,2,5.613121232192373e-07
1519,1600984800000,Connecticut,4501,2,5.613121232192373e-07
1520,1601071200000,Connecticut,4501,0,0.0
1521,1601157600000,Connecticut,4501,0,0.0
1522,1601244000000,Connecticut,4503,2,5.613121232192373e-07
1523,1601330400000,Connecticut,4505,2,5.613121232192373e-07
1524,1601416800000,Connecticut,4508,3,8.41968184828856e-07
1525,1601503200000,Connecticut,4511,3,8.41968184828856e-07
1526,1601589600000,Connecticut,4513,2,5.613121232192373e-07
1527,1601676000000,Connecticut,4513,0,0.0
1528,1601762400000,Connecticut,4513,0,0.0
1529,1601848800000,Connecticut,4517,4,1.1226242464384746e-06
1530,1601935200000,Connecticut,4521,4,1.1226242464384746e-06
1531,1602021600000,Connecticut,4522,1,2.8065606160961864e-07
1532,1602108000000,Connecticut,4527,5,1.4032803080480932e-06
1533,1602194400000,Connecticut,4530,3,8.41968184828856e-07
1534,1602280800000,Connecticut,4530,0,0.0
1535,1602367200000,Connecticut,4530,0,0.0
1536,1602453600000,Connecticut,4532,2,5.613121232192373e-07
1537,1602540000000,Connecticut,4533,1,2.8065606160961864e-07
1538,1602626400000,Connecticut,4537,4,1.1226242464384746e-06
1539,1602712800000,Connecticut,4540,3,8.41968184828856e-07
1540,1602799200000,Connecticut,4542,2,5.613121232192373e-07
1541,1602885600000,Connecticut,4542,0,0.0
1542,1602972000000,Connecticut,4542,0,0.0
1543,1603058400000,Connecticut,4554,12,3.367872739315424e-06
1544,1603144800000,Connecticut,4559,5,1.4032803080480932e-06
1545,1603231200000,Connecticut,4567,8,2.245248492876949e-06
1546,1603317600000,Connecticut,4569,2,5.613121232192373e-07
1547,1603404000000,Connecticut,4577,8,2.245248492876949e-06
1548,1603490400000,Connecticut,4577,0,0.0
1549,1603576800000,Connecticut,4577,0,0.0
1550,1603666800000,Connecticut,4589,12,3.367872739315424e-06
1551,1603753200000,Connecticut,4595,6,1.683936369657712e-06
1552,1603839600000,Connecticut,4604,9,2.525904554486568e-06
1553,1603926000000,Connecticut,4609,5,1.4032803080480932e-06
1554,1604012400000,Connecticut,4616,7,1.9645924312673303e-06
1555,1604098800000,Connecticut,4616,0,0.0
1556,1604185200000,Connecticut,4616,0,0.0
1557,1604271600000,Connecticut,4627,11,3.087216677705805e-06
1558,1604358000000,Connecticut,4634,7,1.9645924312673303e-06
1559,1604444400000,Connecticut,4645,11,3.087216677705805e-06
1560,1604530800000,Connecticut,4656,11,3.087216677705805e-06
1561,1604617200000,Connecticut,4671,15,4.20984092414428e-06
1562,1604703600000,Connecticut,4671,0,0.0
1563,1604790000000,Connecticut,4674,3,8.41968184828856e-07
1564,1604876400000,Connecticut,4698,24,6.735745478630848e-06
1565,1604962800000,Connecticut,4707,9,2.525904554486568e-06
1566,1605049200000,Connecticut,4716,9,2.525904554486568e-06
1567,1605135600000,Connecticut,4726,10,2.8065606160961863e-06
1568,1605222000000,Connecticut,4737,11,3.087216677705805e-06
1569,1605308400000,Connecticut,4737,0,0.0
1570,1605394800000,Connecticut,4737,0,0.0
1571,1605481200000,Connecticut,4759,22,6.17443335541161e-06
1572,1605567600000,Connecticut,4771,12,3.367872739315424e-06
1573,1605654000000,Connecticut,4784,13,3.6485288009250423e-06
1574,1605740400000,Connecticut,4805,21,5.893777293801992e-06
1575,1605826800000,Connecticut,4828,23,6.455089417021229e-06
1576,1605913200000,Connecticut,4828,0,0.0
1577,1605999600000,Connecticut,4828,0,0.0
1578,1606086000000,Connecticut,4871,43,1.2068210649213601e-05
1579,1606172400000,Connecticut,4881,10,2.8065606160961863e-06
1580,1606258800000,Connecticut,4926,45,1.262952277243284e-05
1581,1606345200000,Connecticut,4926,0,0.0
1582,1606431600000,Connecticut,4961,35,9.822962156336653e-06
1583,1606518000000,Connecticut,4961,0,0.0
1584,1606604400000,Connecticut,4961,0,0.0
1585,1606690800000,Connecticut,5020,59,1.65587076349675e-05
1586,1606777200000,Connecticut,5040,20,5.613121232192373e-06
1587,1606863600000,Connecticut,5091,51,1.4313459142090552e-05
1588,1606950000000,Connecticut,5111,20,5.613121232192373e-06
1589,1607036400000,Connecticut,5146,35,9.822962156336653e-06
1590,1579647600000,Nebraska,0,0,0.0
1591,1579734000000,Nebraska,0,0,0.0
1592,1579820400000,Nebraska,0,0,0.0
1593,1579906800000,Nebraska,0,0,0.0
1594,1579993200000,Nebraska,0,0,0.0
1595,1580079600000,Nebraska,0,0,0.0
1596,1580166000000,Nebraska,0,0,0.0
1597,1580252400000,Nebraska,0,0,0.0
1598,1580338800000,Nebraska,0,0,0.0
1599,1580425200000,Nebraska,0,0,0.0
1600,1580511600000,Nebraska,0,0,0.0
1601,1580598000000,Nebraska,0,0,0.0
1602,1580684400000,Nebraska,0,0,0.0
1603,1580770800000,Nebraska,0,0,0.0
1604,1580857200000,Nebraska,0,0,0.0
1605,1580943600000,Nebraska,0,0,0.0
1606,1581030000000,Nebraska,0,0,0.0
1607,1581116400000,Nebraska,0,0,0.0
1608,1581202800000,Nebraska,0,0,0.0
1609,1581289200000,Nebraska,0,0,0.0
1610,1581375600000,Nebraska,0,0,0.0
1611,1581462000000,Nebraska,0,0,0.0
1612,1581548400000,Nebraska,0,0,0.0
1613,1581634800000,Nebraska,0,0,0.0
1614,1581721200000,Nebraska,0,0,0.0
1615,1581807600000,Nebraska,0,0,0.0
1616,1581894000000,Nebraska,0,0,0.0
1617,1581980400000,Nebraska,0,0,0.0
1618,1582066800000,Nebraska,0,0,0.0
1619,1582153200000,Nebraska,0,0,0.0
1620,1582239600000,Nebraska,0,0,0.0
1621,1582326000000,Nebraska,0,0,0.0
1622,1582412400000,Nebraska,0,0,0.0
1623,1582498800000,Nebraska,0,0,0.0
1624,1582585200000,Nebraska,0,0,0.0
1625,1582671600000,Nebraska,0,0,0.0
1626,1582758000000,Nebraska,0,0,0.0
1627,1582844400000,Nebraska,0,0,0.0
1628,1582930800000,Nebraska,0,0,0.0
1629,1583017200000,Nebraska,0,0,0.0
1630,1583103600000,Nebraska,0,0,0.0
1631,1583190000000,Nebraska,0,0,0.0
1632,1583276400000,Nebraska,0,0,0.0
1633,1583362800000,Nebraska,0,0,0.0
1634,1583449200000,Nebraska,0,0,0.0
1635,1583535600000,Nebraska,0,0,0.0
1636,1583622000000,Nebraska,0,0,0.0
1637,1583708400000,Nebraska,0,0,0.0
1638,1583794800000,Nebraska,0,0,0.0
1639,1583881200000,Nebraska,0,0,0.0
1640,1583967600000,Nebraska,0,0,0.0
1641,1584054000000,Nebraska,0,0,0.0
1642,1584140400000,Nebraska,0,0,0.0
1643,1584226800000,Nebraska,0,0,0.0
1644,1584313200000,Nebraska,0,0,0.0
1645,1584399600000,Nebraska,0,0,0.0
1646,1584486000000,Nebraska,0,0,0.0
1647,1584572400000,Nebraska,0,0,0.0
1648,1584658800000,Nebraska,0,0,0.0
1649,1584745200000,Nebraska,0,0,0.0
1650,1584831600000,Nebraska,0,0,0.0
1651,1584918000000,Nebraska,0,0,0.0
1652,1585004400000,Nebraska,0,0,0.0
1653,1585090800000,Nebraska,0,0,0.0
1654,1585177200000,Nebraska,0,0,0.0
1655,1585263600000,Nebraska,2,2,1.0242910625483338e-06
1656,1585350000000,Nebraska,2,0,0.0
1657,1585436400000,Nebraska,2,0,0.0
1658,1585519200000,Nebraska,2,0,0.0
1659,1585605600000,Nebraska,3,1,5.121455312741669e-07
1660,1585692000000,Nebraska,4,1,5.121455312741669e-07
1661,1585778400000,Nebraska,5,1,5.121455312741669e-07
1662,1585864800000,Nebraska,6,1,5.121455312741669e-07
1663,1585951200000,Nebraska,8,2,1.0242910625483338e-06
1664,1586037600000,Nebraska,8,0,0.0
1665,1586124000000,Nebraska,8,0,0.0
1666,1586210400000,Nebraska,10,2,1.0242910625483338e-06
1667,1586296800000,Nebraska,14,4,2.0485821250966677e-06
1668,1586383200000,Nebraska,15,1,5.121455312741669e-07
1669,1586469600000,Nebraska,17,2,1.0242910625483338e-06
1670,1586556000000,Nebraska,17,0,0.0
1671,1586642400000,Nebraska,17,0,0.0
1672,1586728800000,Nebraska,18,1,5.121455312741669e-07
1673,1586815200000,Nebraska,20,2,1.0242910625483338e-06
1674,1586901600000,Nebraska,21,1,5.121455312741669e-07
1675,1586988000000,Nebraska,24,3,1.5364365938225006e-06
1676,1587074400000,Nebraska,24,0,0.0
1677,1587160800000,Nebraska,28,4,2.0485821250966677e-06
1678,1587247200000,Nebraska,28,0,0.0
1679,1587333600000,Nebraska,33,5,2.5607276563708343e-06
1680,1587420000000,Nebraska,38,5,2.5607276563708343e-06
1681,1587506400000,Nebraska,42,4,2.0485821250966677e-06
1682,1587592800000,Nebraska,47,5,2.5607276563708343e-06
1683,1587679200000,Nebraska,50,3,1.5364365938225006e-06
1684,1587765600000,Nebraska,53,3,1.5364365938225006e-06
1685,1587852000000,Nebraska,56,3,1.5364365938225006e-06
1686,1587938400000,Nebraska,55,-1,-5.121455312741669e-07
1687,1588024800000,Nebraska,55,0,0.0
1688,1588111200000,Nebraska,68,13,6.657891906564169e-06
1689,1588197600000,Nebraska,70,2,1.0242910625483338e-06
1690,1588284000000,Nebraska,73,3,1.5364365938225006e-06
1691,1588370400000,Nebraska,76,3,1.5364365938225006e-06
1692,1588456800000,Nebraska,78,2,1.0242910625483338e-06
1693,1588543200000,Nebraska,78,0,0.0
1694,1588629600000,Nebraska,82,4,2.0485821250966677e-06
1695,1588716000000,Nebraska,86,4,2.0485821250966677e-06
1696,1588802400000,Nebraska,90,4,2.0485821250966677e-06
1697,1588888800000,Nebraska,92,2,1.0242910625483338e-06
1698,1588975200000,Nebraska,96,4,2.0485821250966677e-06
1699,1589061600000,Nebraska,98,2,1.0242910625483338e-06
1700,1589148000000,Nebraska,100,2,1.0242910625483338e-06
1701,1589234400000,Nebraska,103,3,1.5364365938225006e-06
1702,1589320800000,Nebraska,107,4,2.0485821250966677e-06
1703,1589407200000,Nebraska,113,6,3.0728731876450013e-06
1704,1589493600000,Nebraska,119,6,3.0728731876450013e-06
1705,1589580000000,Nebraska,123,4,2.0485821250966677e-06
1706,1589666400000,Nebraska,123,0,0.0
1707,1589752800000,Nebraska,125,2,1.0242910625483338e-06
1708,1589839200000,Nebraska,132,7,3.585018718919168e-06
1709,1589925600000,Nebraska,138,6,3.0728731876450013e-06
1710,1590012000000,Nebraska,143,5,2.5607276563708343e-06
1711,1590098400000,Nebraska,147,4,2.0485821250966677e-06
1712,1590184800000,Nebraska,147,0,0.0
1713,1590271200000,Nebraska,150,3,1.5364365938225006e-06
1714,1590357600000,Nebraska,150,0,0.0
1715,1590444000000,Nebraska,153,3,1.5364365938225006e-06
1716,1590530400000,Nebraska,163,10,5.1214553127416685e-06
1717,1590616800000,Nebraska,164,1,5.121455312741669e-07
1718,1590703200000,Nebraska,170,6,3.0728731876450013e-06
1719,1590789600000,Nebraska,170,0,0.0
1720,1590876000000,Nebraska,170,0,0.0
1721,1590962400000,Nebraska,178,8,4.097164250193335e-06
1722,1591048800000,Nebraska,181,3,1.5364365938225006e-06
1723,1591135200000,Nebraska,187,6,3.0728731876450013e-06
1724,1591221600000,Nebraska,186,-1,-5.121455312741669e-07
1725,1591308000000,Nebraska,186,0,0.0
1726,1591394400000,Nebraska,188,2,1.0242910625483338e-06
1727,1591480800000,Nebraska,188,0,0.0
1728,1591567200000,Nebraska,188,0,0.0
1729,1591653600000,Nebraska,191,3,1.5364365938225006e-06
1730,1591740000000,Nebraska,195,4,2.0485821250966677e-06
1731,1591826400000,Nebraska,212,17,8.706474031660837e-06
1732,1591912800000,Nebraska,216,4,2.0485821250966677e-06
1733,1591999200000,Nebraska,216,0,0.0
1734,1592085600000,Nebraska,216,0,0.0
1735,1592172000000,Nebraska,220,4,2.0485821250966677e-06
1736,1592258400000,Nebraska,231,11,5.633600844015836e-06
1737,1592344800000,Nebraska,234,3,1.5364365938225006e-06
1738,1592431200000,Nebraska,240,6,3.0728731876450013e-06
1739,1592517600000,Nebraska,244,4,2.0485821250966677e-06
1740,1592604000000,Nebraska,244,0,0.0
1741,1592690400000,Nebraska,244,0,0.0
1742,1592776800000,Nebraska,249,5,2.5607276563708343e-06
1743,1592863200000,Nebraska,256,7,3.585018718919168e-06
1744,1592949600000,Nebraska,257,1,5.121455312741669e-07
1745,1593036000000,Nebraska,260,3,1.5364365938225006e-06
1746,1593122400000,Nebraska,266,6,3.0728731876450013e-06
1747,1593208800000,Nebraska,267,1,5.121455312741669e-07
1748,1593295200000,Nebraska,267,0,0.0
1749,1593381600000,Nebraska,269,2,1.0242910625483338e-06
1750,1593468000000,Nebraska,274,5,2.5607276563708343e-06
1751,1593554400000,Nebraska,276,2,1.0242910625483338e-06
1752,1593640800000,Nebraska,282,6,3.0728731876450013e-06
1753,1593727200000,Nebraska,284,2,1.0242910625483338e-06
1754,1593813600000,Nebraska,284,0,0.0
1755,1593900000000,Nebraska,284,0,0.0
1756,1593986400000,Nebraska,283,-1,-5.121455312741669e-07
1757,1594072800000,Nebraska,282,-1,-5.121455312741669e-07
1758,1594159200000,Nebraska,282,0,0.0
1759,1594245600000,Nebraska,284,2,1.0242910625483338e-06
1760,1594332000000,Nebraska,286,2,1.0242910625483338e-06
1761,1594418400000,Nebraska,285,-1,-5.121455312741669e-07
1762,1594504800000,Nebraska,285,0,0.0
1763,1594591200000,Nebraska,288,3,1.5364365938225006e-06
1764,1594677600000,Nebraska,286,-2,-1.0242910625483338e-06
1765,1594764000000,Nebraska,291,5,2.5607276563708343e-06
1766,1594850400000,Nebraska,299,8,4.097164250193335e-06
1767,1594936800000,Nebraska,301,2,1.0242910625483338e-06
1768,1595023200000,Nebraska,301,0,0.0
1769,1595109600000,Nebraska,301,0,0.0
1770,1595196000000,Nebraska,313,12,6.1457463752900026e-06
1771,1595282400000,Nebraska,310,-3,-1.5364365938225006e-06
1772,1595368800000,Nebraska,311,1,5.121455312741669e-07
1773,1595455200000,Nebraska,316,5,2.5607276563708343e-06
1774,1595541600000,Nebraska,316,0,0.0
1775,1595628000000,Nebraska,316,0,0.0
1776,1595714400000,Nebraska,316,0,0.0
1777,1595800800000,Nebraska,317,1,5.121455312741669e-07
1778,1595887200000,Nebraska,321,4,2.0485821250966677e-06
1779,1595973600000,Nebraska,324,3,1.5364365938225006e-06
1780,1596060000000,Nebraska,328,4,2.0485821250966677e-06
1781,1596146400000,Nebraska,332,4,2.0485821250966677e-06
1782,1596232800000,Nebraska,332,0,0.0
1783,1596319200000,Nebraska,332,0,0.0
1784,1596405600000,Nebraska,332,0,0.0
1785,1596492000000,Nebraska,332,0,0.0
1786,1596578400000,Nebraska,335,3,1.5364365938225006e-06
1787,1596664800000,Nebraska,340,5,2.5607276563708343e-06
1788,1596751200000,Nebraska,345,5,2.5607276563708343e-06
1789,1596837600000,Nebraska,345,0,0.0
1790,1596924000000,Nebraska,345,0,0.0
1791,1597010400000,Nebraska,348,3,1.5364365938225006e-06
1792,1597096800000,Nebraska,351,3,1.5364365938225006e-06
1793,1597183200000,Nebraska,356,5,2.5607276563708343e-06
1794,1597269600000,Nebraska,360,4,2.0485821250966677e-06
1795,1597356000000,Nebraska,361,1,5.121455312741669e-07
1796,1597442400000,Nebraska,361,0,0.0
1797,1597528800000,Nebraska,361,0,0.0
1798,1597615200000,Nebraska,362,1,5.121455312741669e-07
1799,1597701600000,Nebraska,368,6,3.0728731876450013e-06
1800,1597788000000,Nebraska,371,3,1.5364365938225006e-06
1801,1597874400000,Nebraska,373,2,1.0242910625483338e-06
1802,1597960800000,Nebraska,376,3,1.5364365938225006e-06
1803,1598047200000,Nebraska,376,0,0.0
1804,1598133600000,Nebraska,378,2,1.0242910625483338e-06
1805,1598220000000,Nebraska,383,5,2.5607276563708343e-06
1806,1598306400000,Nebraska,383,0,0.0
1807,1598392800000,Nebraska,386,3,1.5364365938225006e-06
1808,1598479200000,Nebraska,391,5,2.5607276563708343e-06
1809,1598565600000,Nebraska,392,1,5.121455312741669e-07
1810,1598652000000,Nebraska,392,0,0.0
1811,1598738400000,Nebraska,392,0,0.0
1812,1598824800000,Nebraska,397,5,2.5607276563708343e-06
1813,1598911200000,Nebraska,399,2,1.0242910625483338e-06
1814,1598997600000,Nebraska,399,0,0.0
1815,1599084000000,Nebraska,404,5,2.5607276563708343e-06
1816,1599170400000,Nebraska,404,0,0.0
1817,1599256800000,Nebraska,404,0,0.0
1818,1599343200000,Nebraska,404,0,0.0
1819,1599429600000,Nebraska,404,0,0.0
1820,1599516000000,Nebraska,406,2,1.0242910625483338e-06
1821,1599602400000,Nebraska,421,15,7.682182969112502e-06
1822,1599688800000,Nebraska,430,9,4.609309781467502e-06
1823,1599775200000,Nebraska,434,4,2.0485821250966677e-06
1824,1599861600000,Nebraska,434,0,0.0
1825,1599948000000,Nebraska,434,0,0.0
1826,1600034400000,Nebraska,435,1,5.121455312741669e-07
1827,1600120800000,Nebraska,436,1,5.121455312741669e-07
1828,1600207200000,Nebraska,439,3,1.5364365938225006e-06
1829,1600293600000,Nebraska,442,3,1.5364365938225006e-06
1830,1600380000000,Nebraska,442,0,0.0
1831,1600466400000,Nebraska,442,0,0.0
1832,1600552800000,Nebraska,442,0,0.0
1833,1600639200000,Nebraska,452,10,5.1214553127416685e-06
1834,1600725600000,Nebraska,461,9,4.609309781467502e-06
1835,1600812000000,Nebraska,462,1,5.121455312741669e-07
1836,1600898400000,Nebraska,462,0,0.0
1837,1600984800000,Nebraska,468,6,3.0728731876450013e-06
1838,1601071200000,Nebraska,469,1,5.121455312741669e-07
1839,1601157600000,Nebraska,470,1,5.121455312741669e-07
1840,1601244000000,Nebraska,472,2,1.0242910625483338e-06
1841,1601330400000,Nebraska,478,6,3.0728731876450013e-06
1842,1601416800000,Nebraska,478,0,0.0
1843,1601503200000,Nebraska,493,15,7.682182969112502e-06
1844,1601589600000,Nebraska,493,0,0.0
1845,1601676000000,Nebraska,497,4,2.0485821250966677e-06
1846,1601762400000,Nebraska,501,4,2.0485821250966677e-06
1847,1601848800000,Nebraska,503,2,1.0242910625483338e-06
1848,1601935200000,Nebraska,507,4,2.0485821250966677e-06
1849,1602021600000,Nebraska,507,0,0.0
1850,1602108000000,Nebraska,514,7,3.585018718919168e-06
1851,1602194400000,Nebraska,514,0,0.0
1852,1602280800000,Nebraska,519,5,2.5607276563708343e-06
1853,1602367200000,Nebraska,519,0,0.0
1854,1602453600000,Nebraska,522,3,1.5364365938225006e-06
1855,1602540000000,Nebraska,527,5,2.5607276563708343e-06
1856,1602626400000,Nebraska,530,3,1.5364365938225006e-06
1857,1602712800000,Nebraska,535,5,2.5607276563708343e-06
1858,1602799200000,Nebraska,547,12,6.1457463752900026e-06
1859,1602885600000,Nebraska,548,1,5.121455312741669e-07
1860,1602972000000,Nebraska,548,0,0.0
1861,1603058400000,Nebraska,554,6,3.0728731876450013e-06
1862,1603144800000,Nebraska,565,11,5.633600844015836e-06
1863,1603231200000,Nebraska,576,11,5.633600844015836e-06
1864,1603317600000,Nebraska,587,11,5.633600844015836e-06
1865,1603404000000,Nebraska,591,4,2.0485821250966677e-06
1866,1603490400000,Nebraska,595,4,2.0485821250966677e-06
1867,1603576800000,Nebraska,596,1,5.121455312741669e-07
1868,1603666800000,Nebraska,603,7,3.585018718919168e-06
1869,1603753200000,Nebraska,620,17,8.706474031660837e-06
1870,1603839600000,Nebraska,628,8,4.097164250193335e-06
1871,1603926000000,Nebraska,637,9,4.609309781467502e-06
1872,1604012400000,Nebraska,646,9,4.609309781467502e-06
1873,1604098800000,Nebraska,652,6,3.0728731876450013e-06
1874,1604185200000,Nebraska,654,2,1.0242910625483338e-06
1875,1604271600000,Nebraska,656,2,1.0242910625483338e-06
1876,1604358000000,Nebraska,660,4,2.0485821250966677e-06
1877,1604444400000,Nebraska,669,9,4.609309781467502e-06
1878,1604530800000,Nebraska,674,5,2.5607276563708343e-06
1879,1604617200000,Nebraska,701,27,1.3827929344402505e-05
1880,1604703600000,Nebraska,703,2,1.0242910625483338e-06
1881,1604790000000,Nebraska,703,0,0.0
1882,1604876400000,Nebraska,710,7,3.585018718919168e-06
1883,1604962800000,Nebraska,730,20,1.0242910625483337e-05
1884,1605049200000,Nebraska,731,1,5.121455312741669e-07
1885,1605135600000,Nebraska,756,25,1.2803638281854172e-05
1886,1605222000000,Nebraska,775,19,9.73076509420917e-06
1887,1605308400000,Nebraska,779,4,2.0485821250966677e-06
1888,1605394800000,Nebraska,779,0,0.0
1889,1605481200000,Nebraska,797,18,9.218619562935004e-06
1890,1605567600000,Nebraska,816,19,9.73076509420917e-06
1891,1605654000000,Nebraska,826,10,5.1214553127416685e-06
1892,1605740400000,Nebraska,854,28,1.4340074875676671e-05
1893,1605826800000,Nebraska,897,43,2.2022257844789174e-05
1894,1605913200000,Nebraska,905,8,4.097164250193335e-06
1895,1605999600000,Nebraska,909,4,2.0485821250966677e-06
1896,1606086000000,Nebraska,934,25,1.2803638281854172e-05
1897,1606172400000,Nebraska,950,16,8.19432850038667e-06
1898,1606258800000,Nebraska,978,28,1.4340074875676671e-05
1899,1606345200000,Nebraska,982,4,2.0485821250966677e-06
1900,1606431600000,Nebraska,984,2,1.0242910625483338e-06
1901,1606518000000,Nebraska,989,5,2.5607276563708343e-06
1902,1606604400000,Nebraska,989,0,0.0
1903,1606690800000,Nebraska,1018,29,1.485222040695084e-05
1904,1606777200000,Nebraska,1080,62,3.175302293899834e-05
1905,1606863600000,Nebraska,1128,48,2.458298550116001e-05
1906,1606950000000,Nebraska,1159,31,1.587651146949917e-05
1907,1607036400000,Nebraska,1186,27,1.3827929344402505e-05
1908,1579647600000,Kentucky,0,0,0.0
1909,1579734000000,Kentucky,0,0,0.0
1910,1579820400000,Kentucky,0,0,0.0
1911,1579906800000,Kentucky,0,0,0.0
1912,1579993200000,Kentucky,0,0,0.0
1913,1580079600000,Kentucky,0,0,0.0
1914,1580166000000,Kentucky,0,0,0.0
1915,1580252400000,Kentucky,0,0,0.0
1916,1580338800000,Kentucky,0,0,0.0
1917,1580425200000,Kentucky,0,0,0.0
1918,1580511600000,Kentucky,0,0,0.0
1919,1580598000000,Kentucky,0,0,0.0
1920,1580684400000,Kentucky,0,0,0.0
1921,1580770800000,Kentucky,0,0,0.0
1922,1580857200000,Kentucky,0,0,0.0
1923,1580943600000,Kentucky,0,0,0.0
1924,1581030000000,Kentucky,0,0,0.0
1925,1581116400000,Kentucky,0,0,0.0
1926,1581202800000,Kentucky,0,0,0.0
1927,1581289200000,Kentucky,0,0,0.0
1928,1581375600000,Kentucky,0,0,0.0
1929,1581462000000,Kentucky,0,0,0.0
1930,1581548400000,Kentucky,0,0,0.0
1931,1581634800000,Kentucky,0,0,0.0
1932,1581721200000,Kentucky,0,0,0.0
1933,1581807600000,Kentucky,0,0,0.0
1934,1581894000000,Kentucky,0,0,0.0
1935,1581980400000,Kentucky,0,0,0.0
1936,1582066800000,Kentucky,0,0,0.0
1937,1582153200000,Kentucky,0,0,0.0
1938,1582239600000,Kentucky,0,0,0.0
1939,1582326000000,Kentucky,0,0,0.0
1940,1582412400000,Kentucky,0,0,0.0
1941,1582498800000,Kentucky,0,0,0.0
1942,1582585200000,Kentucky,0,0,0.0
1943,1582671600000,Kentucky,0,0,0.0
1944,1582758000000,Kentucky,0,0,0.0
1945,1582844400000,Kentucky,0,0,0.0
1946,1582930800000,Kentucky,0,0,0.0
1947,1583017200000,Kentucky,0,0,0.0
1948,1583103600000,Kentucky,0,0,0.0
1949,1583190000000,Kentucky,0,0,0.0
1950,1583276400000,Kentucky,0,0,0.0
1951,1583362800000,Kentucky,0,0,0.0
1952,1583449200000,Kentucky,0,0,0.0
1953,1583535600000,Kentucky,0,0,0.0
1954,1583622000000,Kentucky,0,0,0.0
1955,1583708400000,Kentucky,0,0,0.0
1956,1583794800000,Kentucky,0,0,0.0
1957,1583881200000,Kentucky,0,0,0.0
1958,1583967600000,Kentucky,0,0,0.0
1959,1584054000000,Kentucky,0,0,0.0
1960,1584140400000,Kentucky,0,0,0.0
